customer_id,acquisition_date,acquisition_channel,acquisition_campaign,first_purchase_value,customer_segment,acquisition_cac,predicted_ltv
cust_1751474809382_tiktok_0,2025-07-02,TikTok,Video Views,283.22,Low Value,52.5,414.1
cust_1751474809382_tiktok_1,2025-07-02,TikTok,Video Views,258.92,SMB,52.5,544.05
cust_1751474809382_tiktok_0,2025-07-02,TikTok,App Install,94.58,Medium Value,71,273.74
cust_1751474809382_tiktok_1,2025-07-02,TikTok,App Install,97.37,Medium Value,71,192.49
cust_1751474809382_tiktok_0,2025-07-02,TikTok,App Install,233.46,Low Value,94,487.24
cust_1751474809382_pinterest_0,2025-07-02,Pinterest,Traffic,180.72,Low Value,82,576.83
cust_1751474809382_pinterest_0,2025-07-02,Pinterest,Brand Awareness,143.3,Medium Value,89,493.72
cust_1751474809382_pinterest_0,2025-07-02,Pinterest,App Install,200.49,Medium Value,74,508.19
cust_1751561209382_googleads_0,2025-07-03,Google Ads,Search - Generic,346.36,Low Value,124.5,783.6
cust_1751561209382_googleads_1,2025-07-03,Google Ads,Search - Generic,394.01,High Value,124.5,616.37
cust_1751561209382_googleads_0,2025-07-03,Google Ads,Search - Generic,96.16,Low Value,116.33,335.6
cust_1751561209382_googleads_1,2025-07-03,Google Ads,Search - Generic,94.96,Low Value,116.33,378.24
cust_1751561209382_googleads_2,2025-07-03,Google Ads,Search - Generic,90.21,Enterprise,116.33,196.13
cust_1751561209382_googleads_0,2025-07-03,Google Ads,Search - Brand,233.32,Low Value,60.6,543.56
cust_1751561209382_googleads_1,2025-07-03,Google Ads,Search - Brand,195.64,Medium Value,60.6,653.26
cust_1751561209382_googleads_2,2025-07-03,Google Ads,Search - Brand,257.77,High Value,60.6,399.96
cust_1751561209382_googleads_3,2025-07-03,Google Ads,Search - Brand,174.92,Low Value,60.6,456.73
cust_1751561209382_googleads_4,2025-07-03,Google Ads,Search - Brand,241.73,Medium Value,60.6,572.74
cust_1751561209382_facebook_0,2025-07-03,Facebook,Conversions,178.87,Medium Value,181,365.05
cust_1751561209382_facebook_0,2025-07-03,Facebook,Video Views,161.13,High Value,248,283.14
cust_1751561209382_linkedin_0,2025-07-03,LinkedIn,Sponsored Content,244.25,High Value,149,657.49
cust_1751561209382_linkedin_1,2025-07-03,LinkedIn,Sponsored Content,268.46,Medium Value,149,509.48
cust_1751561209382_linkedin_0,2025-07-03,LinkedIn,Text Ads,216.3,Medium Value,157,415.18
cust_1751561209382_linkedin_1,2025-07-03,LinkedIn,Text Ads,252.46,Medium Value,157,328.42
cust_1751561209382_tiktok_0,2025-07-03,TikTok,App Install,385.74,Medium Value,118,865.66
cust_1751561209382_tiktok_0,2025-07-03,TikTok,Conversions,253.65,Low Value,83,573.42
cust_1751561209382_tiktok_0,2025-07-03,TikTok,Traffic,149.08,Low Value,62,468.95
cust_1751561209382_tiktok_0,2025-07-03,TikTok,Conversions,120.69,Low Value,44,425.5
cust_1751561209382_tiktok_1,2025-07-03,TikTok,Conversions,146.97,Low Value,44,295.35
cust_1751561209382_pinterest_0,2025-07-03,Pinterest,Video Views,254,High Value,81,696
cust_1751561209382_pinterest_0,2025-07-03,Pinterest,Video Views,181.93,Low Value,70,529.57
cust_1751561209382_pinterest_0,2025-07-03,Pinterest,Traffic,249.55,High Value,50,715.85
cust_1751647609382_googleads_0,2025-07-04,Google Ads,Video - YouTube,183.68,Low Value,93.5,756.6
cust_1751647609382_googleads_1,2025-07-04,Google Ads,Video - YouTube,286.56,SMB,93.5,782.45
cust_1751647609382_googleads_0,2025-07-04,Google Ads,Display - Remarketing,209.71,SMB,65.8,492.59
cust_1751647609382_googleads_1,2025-07-04,Google Ads,Display - Remarketing,347.98,Medium Value,65.8,491.74
cust_1751647609382_googleads_2,2025-07-04,Google Ads,Display - Remarketing,225.65,Medium Value,65.8,463.53
cust_1751647609382_googleads_3,2025-07-04,Google Ads,Display - Remarketing,296.71,Low Value,65.8,985.23
cust_1751647609382_googleads_4,2025-07-04,Google Ads,Display - Remarketing,368.01,Low Value,65.8,732.11
cust_1751647609382_googleads_0,2025-07-04,Google Ads,Shopping,148.23,Medium Value,99,446.3
cust_1751647609382_googleads_1,2025-07-04,Google Ads,Shopping,170.65,Medium Value,99,456.51
cust_1751647609382_googleads_0,2025-07-04,Google Ads,Shopping,196.42,High Value,101.5,450.66
cust_1751647609382_googleads_1,2025-07-04,Google Ads,Shopping,280.23,Enterprise,101.5,693.92
cust_1751647609382_facebook_0,2025-07-04,Facebook,Lead Generation,217.75,Medium Value,79.67,539.09
cust_1751647609382_facebook_1,2025-07-04,Facebook,Lead Generation,224.86,Enterprise,79.67,497.23
cust_1751647609382_facebook_2,2025-07-04,Facebook,Lead Generation,167.19,Medium Value,79.67,482.75
cust_1751647609382_facebook_0,2025-07-04,Facebook,Lead Generation,181.98,Low Value,131,445.36
cust_1751647609382_facebook_1,2025-07-04,Facebook,Lead Generation,191.92,Medium Value,131,378.17
cust_1751647609382_linkedin_0,2025-07-04,LinkedIn,Message Ads,176.97,Medium Value,247,300.49
cust_1751647609382_linkedin_0,2025-07-04,LinkedIn,Sponsored Content,178.02,Medium Value,154.5,460.71
cust_1751647609382_linkedin_1,2025-07-04,LinkedIn,Sponsored Content,108.98,Low Value,154.5,349.73
cust_1751647609382_tiktok_0,2025-07-04,TikTok,Conversions,348.98,Low Value,55.5,763.7
cust_1751647609382_tiktok_1,2025-07-04,TikTok,Conversions,283.05,Medium Value,55.5,1038.98
cust_1751647609382_tiktok_0,2025-07-04,TikTok,Conversions,313.56,SMB,98,975.03
cust_1751647609382_tiktok_0,2025-07-04,TikTok,App Install,188.36,Medium Value,76,297.88
cust_1751647609382_tiktok_0,2025-07-04,TikTok,Traffic,235.86,Low Value,87,681.01
cust_1751647609382_pinterest_0,2025-07-04,Pinterest,Brand Awareness,216.33,High Value,75,818.72
cust_1751647609382_pinterest_1,2025-07-04,Pinterest,Brand Awareness,361.25,High Value,75,874.31
cust_1751647609382_pinterest_0,2025-07-04,Pinterest,App Install,152.67,Medium Value,94,336.87
cust_1751734009382_googleads_0,2025-07-05,Google Ads,Shopping,289.27,Enterprise,102,1015.26
cust_1751734009382_googleads_1,2025-07-05,Google Ads,Shopping,303.67,Low Value,102,982.94
cust_1751734009382_googleads_2,2025-07-05,Google Ads,Shopping,234.58,Medium Value,102,712.33
cust_1751734009382_googleads_0,2025-07-05,Google Ads,Shopping,240.67,Low Value,166.5,916.86
cust_1751734009382_googleads_1,2025-07-05,Google Ads,Shopping,355.63,Low Value,166.5,774.83
cust_1751734009382_facebook_0,2025-07-05,Facebook,Remarketing,212.5,Enterprise,96,372.22
cust_1751734009382_facebook_0,2025-07-05,Facebook,Video Views,146.16,Medium Value,85,369.34
cust_1751734009382_facebook_0,2025-07-05,Facebook,Remarketing,250.26,Medium Value,124,529.81
cust_1751734009382_facebook_0,2025-07-05,Facebook,Traffic,166.15,Enterprise,77,367.55
cust_1751734009382_linkedin_0,2025-07-05,LinkedIn,Text Ads,203.68,Low Value,255,438.29
cust_1751734009382_linkedin_0,2025-07-05,LinkedIn,Event Ads,331.96,High Value,239,766.64
cust_1751734009382_tiktok_0,2025-07-05,TikTok,Traffic,186.16,High Value,81,370.15
cust_1751734009382_tiktok_0,2025-07-05,TikTok,Video Views,101.64,SMB,64,399.05
cust_1751734009382_pinterest_0,2025-07-05,Pinterest,Video Views,212.97,Low Value,67,697.72
cust_1751734009382_pinterest_0,2025-07-05,Pinterest,Traffic,259.55,Low Value,70,612.05
cust_1751820409382_googleads_0,2025-07-06,Google Ads,Shopping,215.93,Low Value,61.5,514.97
cust_1751820409382_googleads_1,2025-07-06,Google Ads,Shopping,316.43,Medium Value,61.5,757.78
cust_1751820409382_googleads_2,2025-07-06,Google Ads,Shopping,353.67,Low Value,61.5,885.87
cust_1751820409382_googleads_3,2025-07-06,Google Ads,Shopping,232.42,Low Value,61.5,578.5
cust_1751820409382_googleads_4,2025-07-06,Google Ads,Shopping,241.89,High Value,61.5,713.2
cust_1751820409382_googleads_5,2025-07-06,Google Ads,Shopping,349.88,Medium Value,61.5,570.28
cust_1751820409382_googleads_0,2025-07-06,Google Ads,Shopping,310.54,Medium Value,76.2,612.5
cust_1751820409382_googleads_1,2025-07-06,Google Ads,Shopping,219.37,Medium Value,76.2,556.1
cust_1751820409382_googleads_2,2025-07-06,Google Ads,Shopping,183.54,Low Value,76.2,687.59
cust_1751820409382_googleads_3,2025-07-06,Google Ads,Shopping,200.22,Medium Value,76.2,591.06
cust_1751820409382_googleads_4,2025-07-06,Google Ads,Shopping,206.67,Low Value,76.2,721.94
cust_1751820409382_facebook_0,2025-07-06,Facebook,Video Views,264.21,Low Value,148,862.66
cust_1751820409382_facebook_0,2025-07-06,Facebook,Traffic,216.61,Low Value,90,519.04
cust_1751820409382_linkedin_0,2025-07-06,LinkedIn,Text Ads,158.2,Medium Value,260,555.42
cust_1751820409382_linkedin_0,2025-07-06,LinkedIn,Dynamic Ads,276.82,Low Value,138,626.04
cust_1751820409382_tiktok_0,2025-07-06,TikTok,App Install,156.3,SMB,54,506.22
cust_1751820409382_tiktok_0,2025-07-06,TikTok,Video Views,121.38,Medium Value,67,306.51
cust_1751820409382_pinterest_0,2025-07-06,Pinterest,App Install,258.74,SMB,72,670.1
cust_1751820409382_pinterest_0,2025-07-06,Pinterest,Conversions,222.31,High Value,66,433.34
cust_1751820409382_pinterest_0,2025-07-06,Pinterest,Conversions,140.87,Low Value,56,384
cust_1751906809382_googleads_0,2025-07-07,Google Ads,Search - Generic,122.89,High Value,179,445.47
cust_1751906809382_googleads_0,2025-07-07,Google Ads,Video - YouTube,209.44,SMB,84.5,802.74
cust_1751906809382_googleads_1,2025-07-07,Google Ads,Video - YouTube,230.98,Medium Value,84.5,401.35
cust_1751906809382_googleads_0,2025-07-07,Google Ads,Video - YouTube,238.75,Enterprise,114,564.11
cust_1751906809382_googleads_1,2025-07-07,Google Ads,Video - YouTube,239.76,Medium Value,114,779.9
cust_1751906809382_googleads_0,2025-07-07,Google Ads,Video - YouTube,163.21,High Value,66.5,534
cust_1751906809382_googleads_1,2025-07-07,Google Ads,Video - YouTube,162.59,Low Value,66.5,475.38
cust_1751906809382_googleads_2,2025-07-07,Google Ads,Video - YouTube,117.2,Low Value,66.5,301.51
cust_1751906809382_googleads_3,2025-07-07,Google Ads,Video - YouTube,146.32,SMB,66.5,532.88
cust_1751906809382_facebook_0,2025-07-07,Facebook,Video Views,175.45,Medium Value,95.25,688.61
cust_1751906809382_facebook_1,2025-07-07,Facebook,Video Views,236.71,Medium Value,95.25,453.11
cust_1751906809382_facebook_2,2025-07-07,Facebook,Video Views,229.86,SMB,95.25,424.09
cust_1751906809382_facebook_3,2025-07-07,Facebook,Video Views,241.19,High Value,95.25,553.04
cust_1751906809382_facebook_0,2025-07-07,Facebook,Video Views,157.63,Medium Value,256,310.44
cust_1751906809382_linkedin_0,2025-07-07,LinkedIn,Message Ads,148.52,Low Value,119,501.08
cust_1751906809382_linkedin_0,2025-07-07,LinkedIn,Message Ads,166.46,Low Value,196,595.93
cust_1751906809382_linkedin_0,2025-07-07,LinkedIn,Dynamic Ads,201.63,Low Value,158,474.87
cust_1751906809382_tiktok_0,2025-07-07,TikTok,Conversions,239.81,Medium Value,70,465.43
cust_1751906809382_tiktok_1,2025-07-07,TikTok,Conversions,182.63,Medium Value,70,653.39
cust_1751906809382_tiktok_0,2025-07-07,TikTok,Reach,209.92,High Value,117,533.46
cust_1751906809382_tiktok_0,2025-07-07,TikTok,Reach,261.28,Medium Value,63,625.82
cust_1751906809382_tiktok_1,2025-07-07,TikTok,Reach,240.13,SMB,63,422.77
cust_1751906809382_pinterest_0,2025-07-07,Pinterest,Video Views,276.82,Medium Value,88,606.37
cust_1751906809382_pinterest_0,2025-07-07,Pinterest,Brand Awareness,390.03,Medium Value,61,797.27
cust_1751906809382_pinterest_1,2025-07-07,Pinterest,Brand Awareness,303.63,Low Value,61,1021.11
cust_1751993209382_googleads_0,2025-07-08,Google Ads,Display - Remarketing,225.3,High Value,91,645.93
cust_1751993209382_googleads_1,2025-07-08,Google Ads,Display - Remarketing,332.32,SMB,91,431.89
cust_1751993209382_googleads_2,2025-07-08,Google Ads,Display - Remarketing,252.2,SMB,91,849
cust_1751993209382_googleads_0,2025-07-08,Google Ads,Display - Remarketing,220.32,High Value,184,541.45
cust_1751993209382_googleads_0,2025-07-08,Google Ads,Shopping,245.16,Low Value,65.25,650.94
cust_1751993209382_googleads_1,2025-07-08,Google Ads,Shopping,319.93,Enterprise,65.25,912.6
cust_1751993209382_googleads_2,2025-07-08,Google Ads,Shopping,327.76,Medium Value,65.25,609.74
cust_1751993209382_googleads_3,2025-07-08,Google Ads,Shopping,228.63,Enterprise,65.25,722.73
cust_1751993209382_googleads_0,2025-07-08,Google Ads,Search - Brand,200.76,Low Value,101.5,572.75
cust_1751993209382_googleads_1,2025-07-08,Google Ads,Search - Brand,141.1,Medium Value,101.5,585.3
cust_1751993209382_facebook_0,2025-07-08,Facebook,Remarketing,171.41,Medium Value,125,309.18
cust_1751993209382_facebook_0,2025-07-08,Facebook,Video Views,175.89,Low Value,153,595.98
cust_1751993209382_facebook_0,2025-07-08,Facebook,Video Views,113.89,Medium Value,83,299.38
cust_1751993209382_facebook_1,2025-07-08,Facebook,Video Views,133.85,Medium Value,83,232.11
cust_1751993209382_facebook_0,2025-07-08,Facebook,Video Views,219.55,Medium Value,126,569.18
cust_1751993209382_linkedin_0,2025-07-08,LinkedIn,Message Ads,163.36,SMB,278,341.33
cust_1751993209382_linkedin_0,2025-07-08,LinkedIn,Dynamic Ads,382.25,Low Value,252,910.56
cust_1751993209382_tiktok_0,2025-07-08,TikTok,Conversions,211.14,Low Value,59,462.73
cust_1751993209382_tiktok_1,2025-07-08,TikTok,Conversions,228.74,SMB,59,581.41
cust_1751993209382_tiktok_0,2025-07-08,TikTok,Conversions,260.41,Low Value,47,454.42
cust_1751993209382_tiktok_0,2025-07-08,TikTok,App Install,255.34,Low Value,88,857.39
cust_1751993209382_tiktok_0,2025-07-08,TikTok,Reach,154.68,Medium Value,58,240.63
cust_1751993209382_tiktok_1,2025-07-08,TikTok,Reach,90.22,Medium Value,58,224.27
cust_1751993209382_pinterest_0,2025-07-08,Pinterest,Brand Awareness,303.7,Medium Value,53,714.04
cust_1751993209382_pinterest_0,2025-07-08,Pinterest,Video Views,99.97,Low Value,52,357.74
cust_1751993209382_pinterest_0,2025-07-08,Pinterest,Traffic,341.46,Medium Value,79,1017.31
cust_1752079609382_googleads_0,2025-07-09,Google Ads,Display - Remarketing,153.54,Medium Value,120.5,275.94
cust_1752079609382_googleads_1,2025-07-09,Google Ads,Display - Remarketing,159.75,Medium Value,120.5,239.01
cust_1752079609382_googleads_0,2025-07-09,Google Ads,Video - YouTube,211.32,SMB,78.67,716.27
cust_1752079609382_googleads_1,2025-07-09,Google Ads,Video - YouTube,376.73,High Value,78.67,790.54
cust_1752079609382_googleads_2,2025-07-09,Google Ads,Video - YouTube,299.02,Medium Value,78.67,567.51
cust_1752079609382_googleads_0,2025-07-09,Google Ads,Video - YouTube,206.32,Low Value,72.25,373
cust_1752079609382_googleads_1,2025-07-09,Google Ads,Video - YouTube,229.64,Medium Value,72.25,754.54
cust_1752079609382_googleads_2,2025-07-09,Google Ads,Video - YouTube,292.63,SMB,72.25,401.21
cust_1752079609382_googleads_3,2025-07-09,Google Ads,Video - YouTube,234.88,High Value,72.25,490.17
cust_1752079609382_googleads_0,2025-07-09,Google Ads,Video - YouTube,164.63,Medium Value,60.33,352.88
cust_1752079609382_googleads_1,2025-07-09,Google Ads,Video - YouTube,243.52,Low Value,60.33,639.7
cust_1752079609382_googleads_2,2025-07-09,Google Ads,Video - YouTube,147.85,Medium Value,60.33,674.65
cust_1752079609382_facebook_0,2025-07-09,Facebook,Conversions,281.86,Enterprise,105.67,396.7
cust_1752079609382_facebook_1,2025-07-09,Facebook,Conversions,232.12,SMB,105.67,862.95
cust_1752079609382_facebook_2,2025-07-09,Facebook,Conversions,227.08,Low Value,105.67,513.93
cust_1752079609382_facebook_0,2025-07-09,Facebook,Video Views,216.38,SMB,110.5,437.16
cust_1752079609382_facebook_1,2025-07-09,Facebook,Video Views,153.72,Medium Value,110.5,623.11
cust_1752079609382_linkedin_0,2025-07-09,LinkedIn,Sponsored Content,348.34,High Value,249,953.13
cust_1752079609382_linkedin_0,2025-07-09,LinkedIn,Message Ads,256.28,Medium Value,227,677.17
cust_1752079609382_tiktok_0,2025-07-09,TikTok,Reach,203.45,Medium Value,82,843.73
cust_1752079609382_pinterest_0,2025-07-09,Pinterest,Brand Awareness,167.39,High Value,73,517.33
cust_1752079609382_pinterest_0,2025-07-09,Pinterest,Traffic,246.5,Medium Value,68,744.11
cust_1752079609382_pinterest_0,2025-07-09,Pinterest,Brand Awareness,136.59,Medium Value,58,375.26
cust_1752166009382_googleads_0,2025-07-10,Google Ads,Video - YouTube,119.9,Low Value,82.57,206.79
cust_1752166009382_googleads_1,2025-07-10,Google Ads,Video - YouTube,151.9,Enterprise,82.57,460.89
cust_1752166009382_googleads_2,2025-07-10,Google Ads,Video - YouTube,125.02,Low Value,82.57,284.65
cust_1752166009382_googleads_3,2025-07-10,Google Ads,Video - YouTube,138.45,Medium Value,82.57,235.73
cust_1752166009382_googleads_4,2025-07-10,Google Ads,Video - YouTube,170.36,Enterprise,82.57,350.7
cust_1752166009382_googleads_5,2025-07-10,Google Ads,Video - YouTube,145.55,Low Value,82.57,286.93
cust_1752166009382_googleads_6,2025-07-10,Google Ads,Video - YouTube,169.75,Medium Value,82.57,293.46
cust_1752166009382_googleads_0,2025-07-10,Google Ads,Search - Brand,165.86,SMB,107.25,604.2
cust_1752166009382_googleads_1,2025-07-10,Google Ads,Search - Brand,203.52,Medium Value,107.25,382.11
cust_1752166009382_googleads_2,2025-07-10,Google Ads,Search - Brand,175.75,Low Value,107.25,339.75
cust_1752166009382_googleads_3,2025-07-10,Google Ads,Search - Brand,251.43,Medium Value,107.25,418
cust_1752166009382_facebook_0,2025-07-10,Facebook,Remarketing,158.21,Enterprise,108,502.28
cust_1752166009382_facebook_1,2025-07-10,Facebook,Remarketing,220.78,High Value,108,665.03
cust_1752166009382_facebook_0,2025-07-10,Facebook,Conversions,206.09,Medium Value,117.5,523.79
cust_1752166009382_facebook_1,2025-07-10,Facebook,Conversions,177.85,High Value,117.5,569.15
cust_1752166009382_linkedin_0,2025-07-10,LinkedIn,Message Ads,216.34,Enterprise,165,444.55
cust_1752166009382_linkedin_1,2025-07-10,LinkedIn,Message Ads,289.5,Low Value,165,829.8
cust_1752166009382_linkedin_0,2025-07-10,LinkedIn,Event Ads,271.68,Low Value,172.5,665.81
cust_1752166009382_linkedin_1,2025-07-10,LinkedIn,Event Ads,380.67,Enterprise,172.5,860.71
cust_1752166009382_tiktok_0,2025-07-10,TikTok,App Install,111.84,SMB,89,412.87
cust_1752166009382_tiktok_0,2025-07-10,TikTok,App Install,210.29,Enterprise,77,711.49
cust_1752166009382_tiktok_0,2025-07-10,TikTok,Conversions,235.76,High Value,87,586.11
cust_1752166009382_pinterest_0,2025-07-10,Pinterest,Brand Awareness,310.44,Low Value,156,556.96
cust_1752166009382_pinterest_0,2025-07-10,Pinterest,Video Views,327.33,Enterprise,112,958.5
cust_1752252409382_googleads_0,2025-07-11,Google Ads,Search - Generic,130.3,Medium Value,103.33,349.08
cust_1752252409382_googleads_1,2025-07-11,Google Ads,Search - Generic,166.88,Enterprise,103.33,420.52
cust_1752252409382_googleads_2,2025-07-11,Google Ads,Search - Generic,159.1,Medium Value,103.33,321.39
cust_1752252409382_googleads_0,2025-07-11,Google Ads,Shopping,167.44,SMB,222,720.46
cust_1752252409382_googleads_0,2025-07-11,Google Ads,Search - Brand,218.66,Low Value,82.5,434.18
cust_1752252409382_googleads_1,2025-07-11,Google Ads,Search - Brand,180.9,SMB,82.5,625.77
cust_1752252409382_googleads_0,2025-07-11,Google Ads,Video - YouTube,125.4,Medium Value,100.5,329.91
cust_1752252409382_googleads_1,2025-07-11,Google Ads,Video - YouTube,149.47,High Value,100.5,435.11
cust_1752252409382_facebook_0,2025-07-11,Facebook,Lead Generation,333.53,Medium Value,145,394.35
cust_1752252409382_facebook_0,2025-07-11,Facebook,Lead Generation,195.3,Low Value,167,379.71
cust_1752252409382_facebook_0,2025-07-11,Facebook,Lead Generation,258.15,Low Value,183,499.76
cust_1752252409382_linkedin_0,2025-07-11,LinkedIn,Event Ads,164.63,Low Value,193,298.63
cust_1752252409382_linkedin_0,2025-07-11,LinkedIn,Sponsored Content,136.12,Low Value,152,562.86
cust_1752252409382_linkedin_0,2025-07-11,LinkedIn,Sponsored Content,357.73,Medium Value,177,505.75
cust_1752252409382_tiktok_0,2025-07-11,TikTok,Conversions,213.54,Medium Value,50.5,575.5
cust_1752252409382_tiktok_1,2025-07-11,TikTok,Conversions,291.51,High Value,50.5,423.32
cust_1752252409382_tiktok_0,2025-07-11,TikTok,Video Views,110.67,Enterprise,73,390.01
cust_1752252409382_tiktok_0,2025-07-11,TikTok,Reach,251.2,Low Value,57,446.07
cust_1752252409382_tiktok_1,2025-07-11,TikTok,Reach,178.19,Medium Value,57,432.85
cust_1752252409382_pinterest_0,2025-07-11,Pinterest,Conversions,161.39,Medium Value,83.5,661.92
cust_1752252409382_pinterest_1,2025-07-11,Pinterest,Conversions,218.37,Low Value,83.5,702.77
cust_1752252409382_pinterest_0,2025-07-11,Pinterest,Brand Awareness,371.27,Medium Value,89,903.49
cust_1752338809382_googleads_0,2025-07-12,Google Ads,Video - YouTube,117.53,High Value,110,287.73
cust_1752338809382_googleads_1,2025-07-12,Google Ads,Video - YouTube,109.74,Low Value,110,376.8
cust_1752338809382_googleads_0,2025-07-12,Google Ads,Video - YouTube,135.13,Medium Value,153,218.38
cust_1752338809382_googleads_0,2025-07-12,Google Ads,Display - Remarketing,175.73,Low Value,85,382.29
cust_1752338809382_googleads_1,2025-07-12,Google Ads,Display - Remarketing,269.63,Medium Value,85,846.44
cust_1752338809382_facebook_0,2025-07-12,Facebook,Traffic,167.82,Medium Value,142,290.46
cust_1752338809382_facebook_0,2025-07-12,Facebook,Traffic,239.66,Enterprise,142,734.51
cust_1752338809382_linkedin_0,2025-07-12,LinkedIn,Sponsored Content,201.01,Medium Value,120,402.44
cust_1752338809382_linkedin_0,2025-07-12,LinkedIn,Sponsored Content,308.39,High Value,128,790.19
cust_1752338809382_tiktok_0,2025-07-12,TikTok,Reach,151.01,Medium Value,89,306.14
cust_1752338809382_tiktok_0,2025-07-12,TikTok,Conversions,161,Low Value,101,358.45
cust_1752425209382_googleads_0,2025-07-13,Google Ads,Search - Brand,251.93,Medium Value,74.4,464.21
cust_1752425209382_googleads_1,2025-07-13,Google Ads,Search - Brand,207.24,SMB,74.4,759.65
cust_1752425209382_googleads_2,2025-07-13,Google Ads,Search - Brand,301.17,Low Value,74.4,632.75
cust_1752425209382_googleads_3,2025-07-13,Google Ads,Search - Brand,178.78,Medium Value,74.4,646.44
cust_1752425209382_googleads_4,2025-07-13,Google Ads,Search - Brand,226.51,Medium Value,74.4,717.4
cust_1752425209382_googleads_0,2025-07-13,Google Ads,Shopping,190.14,Low Value,75,415.32
cust_1752425209382_googleads_1,2025-07-13,Google Ads,Shopping,197.89,Enterprise,75,377.58
cust_1752425209382_googleads_2,2025-07-13,Google Ads,Shopping,257.59,Low Value,75,652.92
cust_1752425209382_googleads_3,2025-07-13,Google Ads,Shopping,280.49,Medium Value,75,501.18
cust_1752425209382_facebook_0,2025-07-13,Facebook,Video Views,207.91,Medium Value,83,410.33
cust_1752425209382_facebook_0,2025-07-13,Facebook,Traffic,311,Medium Value,71,428.6
cust_1752425209382_linkedin_0,2025-07-13,LinkedIn,Text Ads,177.43,Medium Value,217,323.64
cust_1752425209382_linkedin_0,2025-07-13,LinkedIn,Event Ads,179.41,Low Value,159,413.14
cust_1752425209382_tiktok_0,2025-07-13,TikTok,Reach,335.78,Low Value,51,608.81
cust_1752425209382_tiktok_0,2025-07-13,TikTok,Reach,96.97,Enterprise,68,278.59
cust_1752511609382_googleads_0,2025-07-14,Google Ads,Shopping,195.69,Low Value,128.33,439.01
cust_1752511609382_googleads_1,2025-07-14,Google Ads,Shopping,167.96,High Value,128.33,639.81
cust_1752511609382_googleads_2,2025-07-14,Google Ads,Shopping,248.08,Medium Value,128.33,433.5
cust_1752511609382_googleads_0,2025-07-14,Google Ads,Display - Remarketing,175.71,Medium Value,76.25,685.73
cust_1752511609382_googleads_1,2025-07-14,Google Ads,Display - Remarketing,193.14,Medium Value,76.25,373.19
cust_1752511609382_googleads_2,2025-07-14,Google Ads,Display - Remarketing,171.63,SMB,76.25,729.1
cust_1752511609382_googleads_3,2025-07-14,Google Ads,Display - Remarketing,226.87,Medium Value,76.25,392.63
cust_1752511609382_googleads_0,2025-07-14,Google Ads,Video - YouTube,223.18,Low Value,86,427.48
cust_1752511609382_googleads_1,2025-07-14,Google Ads,Video - YouTube,234.6,Low Value,86,795.44
cust_1752511609382_googleads_2,2025-07-14,Google Ads,Video - YouTube,224.48,Low Value,86,481.72
cust_1752511609382_facebook_0,2025-07-14,Facebook,Traffic,267.25,Medium Value,204,552.46
cust_1752511609382_facebook_0,2025-07-14,Facebook,Lead Generation,191.04,Medium Value,135,243.93
cust_1752511609382_facebook_0,2025-07-14,Facebook,Lead Generation,245.29,Medium Value,174,637.54
cust_1752511609382_linkedin_0,2025-07-14,LinkedIn,Sponsored Content,321.83,High Value,177,738.41
cust_1752511609382_linkedin_0,2025-07-14,LinkedIn,Dynamic Ads,394.62,Low Value,195,581.08
cust_1752511609382_linkedin_0,2025-07-14,LinkedIn,Message Ads,224.87,Low Value,150,563.77
cust_1752511609382_tiktok_0,2025-07-14,TikTok,Traffic,231.13,High Value,95,698.94
cust_1752511609382_tiktok_0,2025-07-14,TikTok,App Install,282.94,Low Value,84,623.21
cust_1752511609382_tiktok_0,2025-07-14,TikTok,Reach,168.97,Low Value,74.5,401.26
cust_1752511609382_tiktok_1,2025-07-14,TikTok,Reach,145.27,Medium Value,74.5,371.94
cust_1752511609382_pinterest_0,2025-07-14,Pinterest,Video Views,217.11,Medium Value,72,580.33
cust_1752511609382_pinterest_1,2025-07-14,Pinterest,Video Views,212.97,Medium Value,72,586
cust_1752598009382_googleads_0,2025-07-15,Google Ads,Search - Brand,176.07,Low Value,75.57,411.91
cust_1752598009382_googleads_1,2025-07-15,Google Ads,Search - Brand,112.65,Medium Value,75.57,360.49
cust_1752598009382_googleads_2,2025-07-15,Google Ads,Search - Brand,121.82,Medium Value,75.57,282.87
cust_1752598009382_googleads_3,2025-07-15,Google Ads,Search - Brand,104.34,Low Value,75.57,227.79
cust_1752598009382_googleads_4,2025-07-15,Google Ads,Search - Brand,170.02,SMB,75.57,235.75
cust_1752598009382_googleads_5,2025-07-15,Google Ads,Search - Brand,175.4,High Value,75.57,452.37
cust_1752598009382_googleads_6,2025-07-15,Google Ads,Search - Brand,150.48,Medium Value,75.57,388.86
cust_1752598009382_googleads_0,2025-07-15,Google Ads,Search - Generic,383.9,Enterprise,60.7,800.69
cust_1752598009382_googleads_1,2025-07-15,Google Ads,Search - Generic,319.67,Enterprise,60.7,999.37
cust_1752598009382_googleads_2,2025-07-15,Google Ads,Search - Generic,308.15,Medium Value,60.7,669.45
cust_1752598009382_googleads_3,2025-07-15,Google Ads,Search - Generic,346.89,SMB,60.7,851.56
cust_1752598009382_googleads_4,2025-07-15,Google Ads,Search - Generic,252.48,High Value,60.7,969.9
cust_1752598009382_googleads_5,2025-07-15,Google Ads,Search - Generic,273.42,Medium Value,60.7,645.54
